"order_id","craftsman_id","product_id","order_created_date","order_completion_date","order_status","customer_id","customer_name","customer_address","customer_birthday","customer_email"
99,99,99,2020-07-30,2020-07-31,done,99,Florinda Hehir,"4647 Moose Court",1992-09-18,fhehir2r@hugedomains.com
100,100,100,2022-07-15,,created,100,Chrotoem Rikard,"3135 Brown Street",1991-10-10,crikard2s@weather.com
101,101,101,2019-03-02,,created,101,Homerus Bolley,"4 Brentwood Park",1996-11-10,hbolley2t@so-net.ne.jp
102,102,102,2021-01-08,2021-01-11,done,102,Stevie Tuffield,"994 Chinook Point",1996-09-30,stuffield2u@cpanel.net
103,103,103,2021-08-08,2021-08-11,done,103,Ivonne Dandie,"61534 Westend Lane",1990-03-02,idandie2v@freewebs.com
104,104,104,2019-12-17,2019-12-18,done,104,Hogan Rainbow,"28 Kennedy Pass",1990-01-30,hrainbow2w@npr.org
105,105,105,2022-01-05,,in progress,105,Barbe Shapcote,"92224 Michigan Plaza",2003-01-02,bshapcote2x@bizjournals.com
106,106,106,2022-07-18,,in progress,106,Karlis Frosdick,"51420 Mockingbird Street",1994-05-25,kfrosdick2y@businessinsider.com
107,107,107,2020-11-28,2020-11-30,done,107,Pearline Petersen,"328 Burrows Pass",1998-12-24,ppetersen2z@merriam-webster.com
108,108,108,2022-01-17,,created,108,Elmo Savaage,"83 Sheridan Circle",2002-04-16,esavaage30@ycombinator.com
109,109,109,2020-04-11,,created,109,Carmelia Pepon,"5 Raven Junction",1992-05-13,cpepon31@amazonaws.com
110,110,110,2019-04-15,,in progress,110,Gib Skyppe,"7616 Tomscot Drive",1997-06-16,gskyppe32@blogtalkradio.com
111,111,111,2021-08-09,2021-08-11,done,111,Kerri Baylie,"00991 Merrick Hill",2001-09-02,kbaylie33@apache.org
112,112,112,2022-08-24,,delivery,112,Crosby Pumfrett,"387 Division Way",1995-08-11,cpumfrett34@columbia.edu
113,113,113,2022-10-21,2022-10-22,done,113,Lyssa Kleszinski,"32 Barnett Parkway",1991-01-08,lkleszinski35@biglobe.ne.jp
114,114,114,2020-05-16,,in progress,114,Eve Bewlie,"5349 Monterey Pass",1999-12-02,ebewlie36@google.de
115,115,115,2022-07-04,2022-07-07,done,115,Theodoric Wanek,"6 Kensington Road",1990-02-10,twanek37@msu.edu
116,116,116,2019-06-02,,delivery,116,Oliy Preddle,"66 Kim Pass",1999-05-20,opreddle38@vimeo.com
117,117,117,2022-11-22,,created,117,Arline Brumpton,"9290 Lerdahl Lane",1998-06-03,abrumpton39@gnu.org
118,118,118,2021-02-19,2021-02-21,done,118,Holly-anne Guyton,"21 Surrey Way",2000-09-21,hguyton3a@howstuffworks.com
119,119,119,2020-01-12,,created,119,Genni Scamwell,"1 Dottie Center",2003-08-05,gscamwell3b@4shared.com
120,120,120,2020-02-14,2020-02-16,done,120,Mack Haggett,"99772 West Avenue",2002-10-02,mhaggett3c@discovery.com
121,121,121,2020-05-23,,created,121,Rufe Duxbury,"24 Fisk Pass",1995-07-30,rduxbury3d@springer.com
122,122,122,2018-03-04,,in progress,122,Irena Mazdon,"7 Westerfield Point",1990-01-12,imazdon3e@homestead.com
123,123,123,2018-04-13,,delivery,123,Norean Plose,"5367 Birchwood Way",2001-05-11,nplose3f@list-manage.com
124,124,124,2019-12-08,,delivery,124,Melloney Groomebridge,"9775 Evergreen Avenue",2003-09-12,mgroomebridge3g@usda.gov
125,125,125,2020-09-09,2020-09-11,done,125,Inna Di Maggio,"98 Superior Way",2000-08-15,idi3h@people.com.cn
126,126,126,2018-10-05,,delivery,126,Meg Stonehouse,"78993 Donald Point",2001-03-04,mstonehouse3i@youku.com
127,127,127,2018-01-20,,created,127,Monika Jansa,"659 Upham Way",2000-08-08,mjansa3j@microsoft.com
128,128,128,2021-03-06,,in progress,128,Dud Rowat,"548 Talisman Court",1995-01-01,drowat3k@go.com
129,129,129,2020-12-02,2020-12-05,done,129,Mathian Wiltshaw,"70721 Farragut Court",2004-04-15,mwiltshaw3l@freewebs.com
130,130,130,2019-09-11,,delivery,130,Fidelio Wisby,"6 Eagle Crest Hill",1992-02-21,fwisby3m@moonfruit.com
131,131,131,2022-09-03,,created,131,Keir Albin,"39 Luster Place",1997-04-10,kalbin3n@miibeian.gov.cn
132,132,132,2021-05-22,,created,132,Neale Greeding,"0 Hovde Alley",1996-07-12,ngreeding3o@prweb.com
133,133,133,2018-06-07,,created,133,Rene Gold,"39851 Stoughton Park",2001-09-11,rgold3p@ask.com
134,134,134,2018-02-13,,delivery,134,Ebenezer Lowder,"104 Troy Park",2001-06-08,elowder3q@cloudflare.com
135,135,135,2019-08-22,,created,135,Kinna Harrema,"063 Johnson Parkway",2001-11-01,kharrema3r@51.la
136,136,136,2021-03-10,,delivery,136,Aubine Dehm,"89533 Killdeer Alley",1999-12-16,adehm3s@imdb.com
137,137,137,2022-10-26,,in progress,137,Putnem Stockport,"272 Pine View Circle",1996-01-21,pstockport3t@cdbaby.com
138,138,138,2020-05-17,,created,138,Lynnell Dufour,"88 Sullivan Park",1990-02-15,ldufour3u@foxnews.com
139,139,139,2021-07-07,,created,139,Rhianon Bickerstaffe,"8 Hintze Junction",2000-11-07,rbickerstaffe3v@hp.com
140,140,140,2018-07-28,,created,140,Fair Jelly,"132 Kinsman Park",1996-08-25,fjelly3w@ibm.com
141,141,141,2022-05-02,,delivery,141,Curran McConigal,"878 Golf Course Plaza",1995-02-26,cmcconigal3x@tripadvisor.com
142,142,142,2019-01-13,,delivery,142,Benoite Billsberry,"3676 Farragut Pass",2002-03-12,bbillsberry3y@dell.com
143,143,143,2021-06-11,,delivery,143,Elmo Muffin,"645 Florence Point",1996-05-05,emuffin3z@gov.uk
144,144,144,2021-03-12,,in progress,144,Amandi Melesk,"73 Heath Circle",2000-09-06,amelesk40@google.de
145,145,145,2019-05-14,,created,145,Ellynn Catterson,"1276 Badeau Way",1995-07-14,ecatterson41@list-manage.com
146,146,146,2022-02-17,,in progress,146,Frants Yellowley,"7 Cordelia Crossing",2001-11-12,fyellowley42@hao123.com
147,147,147,2018-03-30,,created,147,Briggs Bernardotti,"22 Ronald Regan Circle",1998-09-13,bbernardotti43@ox.ac.uk
148,148,148,2019-07-27,,delivery,148,Thekla Adamson,"77 Eliot Alley",1992-04-28,tadamson44@reddit.com
149,149,149,2022-03-28,,delivery,149,Ulrika Bradden,"97487 Dahle Parkway",1993-02-17,ubradden45@webs.com
150,150,150,2021-12-27,,in progress,150,Jenny Harries,"1 Marcy Circle",1996-06-24,jharries46@tmall.com
151,151,151,2018-12-19,,in progress,151,Kahaleel Browse,"21 Cambridge Court",1991-08-29,kbrowse47@spiegel.de
152,152,152,2020-05-28,2020-05-30,done,152,Armando Irce,"56520 Onsgard Park",2001-08-10,airce48@redcross.org
153,153,153,2021-05-06,2021-05-08,done,153,Ruddy Ashworth,"2564 Warrior Pass",2000-08-06,rashworth49@cornell.edu
154,154,154,2018-11-29,,created,154,Austin Thunderchief,"1966 Forest Dale Pass",1999-12-11,athunderchief4a@nature.com
155,155,155,2019-10-07,,created,155,Monte Tarrier,"4 Cherokee Plaza",1991-03-12,mtarrier4b@elpais.com
156,156,156,2022-03-09,2022-03-12,done,156,Padgett Symones,"904 Loomis Trail",1990-11-25,psymones4c@bloomberg.com
157,157,157,2021-12-18,,delivery,157,Clareta Dampier,"17783 Kenwood Crossing",1998-01-29,cdampier4d@example.com
158,158,158,2021-11-13,,in progress,158,Tallou Etteridge,"88 Starling Place",2003-11-03,tetteridge4e@cpanel.net
159,159,159,2020-08-18,,created,159,Derby Skeemer,"9 Buena Vista Way",1991-12-10,dskeemer4f@amazon.co.uk
160,160,160,2018-01-22,,delivery,160,Stefania Bedbury,"4 Katie Parkway",2004-11-20,sbedbury4g@google.pl
161,161,161,2022-09-12,,created,161,Catha Swatheridge,"6 Scofield Park",1998-07-05,cswatheridge4h@simplemachines.org
162,162,162,2022-06-18,,delivery,162,Otha Kenrack,"9594 Sycamore Point",2001-12-12,okenrack4i@twitter.com
163,163,163,2019-04-07,,created,163,Alvira Slingsby,"65 Emmet Crossing",2001-09-19,aslingsby4j@facebook.com
164,164,164,2021-10-03,2021-10-04,done,164,Bev Dust,"661 La Follette Pass",1998-05-10,bdust4k@wunderground.com
165,165,165,2018-05-30,,in progress,165,Sophia Aucourte,"0954 Declaration Junction",2003-09-12,saucourte4l@tamu.edu
166,166,166,2019-12-12,,created,166,Renie Garrard,"5 Meadow Ridge Alley",1998-02-02,rgarrard4m@ebay.co.uk
167,167,167,2022-08-03,,in progress,167,Brynna Jenton,"389 Cherokee Center",1999-08-26,bjenton4n@ycombinator.com
168,168,168,2020-12-03,,delivery,168,Jilleen Aldcorn,"4409 Harper Junction",2004-07-06,jaldcorn4o@census.gov
169,169,169,2018-07-12,,in progress,169,Sue Duckett,"38 Sachs Drive",1998-07-16,sduckett4p@newyorker.com
170,170,170,2019-11-17,,in progress,170,Chrotoem Kruszelnicki,"14 Surrey Circle",1992-05-13,ckruszelnicki4q@oracle.com
171,171,171,2022-12-22,,in progress,171,Gregorio Rearie,"54 Iowa Center",2004-01-30,grearie4r@etsy.com
172,172,172,2021-04-20,2021-04-22,done,172,Kacy Fears,"18 Helena Parkway",1994-07-07,kfears4s@discuz.net
173,173,173,2021-10-25,,delivery,173,Jasmina Steer,"6 Macpherson Center",1992-09-08,jsteer4t@columbia.edu
174,174,174,2019-02-09,,delivery,174,Will Guidi,"76 Ridge Oak Lane",2003-10-03,wguidi4u@github.io
175,175,175,2019-01-11,2019-01-14,done,175,Nina Warlowe,"146 Del Mar Road",2004-04-17,nwarlowe4v@mysql.com
176,176,176,2018-09-23,2018-09-25,done,176,Hailee Agnew,"91506 Southridge Point",2002-05-13,hagnew4w@wikispaces.com
177,177,177,2022-08-05,,created,177,Lanny Studdert,"7851 North Junction",1991-11-19,lstuddert4x@yale.edu
178,178,178,2021-06-07,,in progress,178,Gnni Rubbert,"284 Harbort Park",1993-01-04,grubbert4y@surveymonkey.com
179,179,179,2022-10-28,2022-11-01,done,179,Teodorico Duckerin,"385 Dorton Alley",1993-05-16,tduckerin4z@naver.com
180,180,180,2018-11-03,,delivery,180,Audry Antonsen,"5 Armistice Terrace",1999-07-25,aantonsen50@cbc.ca
181,181,181,2018-10-12,,delivery,181,Dillie Avrahamy,"8907 Dennis Road",1992-08-17,davrahamy51@huffingtonpost.com
182,182,182,2021-03-31,,created,182,Aloysius Stonnell,"0 Kim Center",1991-09-02,astonnell52@pen.io
183,183,183,2021-08-09,,delivery,183,Selia Le Sarr,"983 Arrowood Road",2001-12-31,sle53@statcounter.com
184,184,184,2018-02-05,2018-02-06,done,184,Ram Rabb,"59 Lukken Way",1998-04-16,rrabb54@dedecms.com
185,185,185,2022-04-02,,delivery,185,Michel Sherrard,"11 Kensington Crossing",2000-04-01,msherrard55@uol.com.br
186,186,186,2022-02-27,2022-03-02,done,186,Melli Trinder,"027 Thackeray Parkway",1996-07-06,mtrinder56@latimes.com
187,187,187,2022-03-13,,created,187,Lovell Vost,"157 Amoth Street",2001-08-12,lvost57@stanford.edu
188,188,188,2020-01-03,,delivery,188,Arnaldo Mullins,"5195 Waxwing Trail",1991-02-07,amullins58@gnu.org
189,189,189,2021-01-09,,created,189,Renaud Kornalik,"6 Hoffman Alley",1997-01-09,rkornalik59@drupal.org
190,190,190,2021-05-21,,created,190,Griselda Milverton,"6796 Westport Place",1994-03-01,gmilverton5a@ca.gov
191,191,191,2021-04-01,2021-04-02,done,191,Terri Girardoni,"31434 Cardinal Drive",2001-11-27,tgirardoni5b@bizjournals.com
192,192,192,2018-12-09,,created,192,Camella Alywen,"88 Westend Plaza",1990-07-02,calywen5c@yahoo.com
193,193,193,2018-06-10,2018-06-13,done,193,Sapphire Lakenton,"9 Division Circle",1991-01-15,slakenton5d@behance.net
194,194,194,2020-12-18,,created,194,Simone Cantua,"99733 Saint Paul Park",2000-07-09,scantua5e@ehow.com
195,195,195,2019-02-19,,created,195,Allistir Prudence,"67 Carey Court",2001-07-27,aprudence5f@sciencedirect.com
196,196,196,2019-12-26,,delivery,196,Thea Daubney,"24 Barnett Center",2001-08-18,tdaubney5g@google.fr
197,197,197,2021-11-11,2021-11-13,done,197,Ilene Minchindon,"8614 Crownhardt Hill",2002-06-11,iminchindon5h@vkontakte.ru
198,198,198,2021-12-28,,in progress,198,Whitby Hasted,"3 5th Alley",1991-05-30,whasted5i@gnu.org
199,199,199,2019-06-01,,in progress,199,Nikolaos Pietrzak,"7 Nobel Point",1993-03-04,npietrzak5j@arstechnica.com
200,200,200,2020-02-22,2020-02-24,done,200,Sheeree Meneghi,"40750 Bluestem Park",1995-06-26,smeneghi5k@mac.com
201,201,201,2019-05-17,,delivery,201,Fanya Holehouse,"1 Charing Cross Parkway",1990-01-18,fholehouse5l@surveymonkey.com
202,202,202,2021-03-16,,delivery,202,Evita Scotfurth,"01770 Fairfield Pass",1992-01-26,escotfurth5m@trellian.com
203,203,203,2018-09-15,,created,203,Fidela Robertis,"756 Becker Court",1994-03-14,frobertis5n@hugedomains.com
204,204,204,2019-05-17,2019-05-18,done,204,Edyth Batrip,"0 Old Shore Trail",2001-03-25,ebatrip5o@bravesites.com
205,205,205,2022-11-29,,in progress,205,Lynne Spenclay,"764 Prairieview Road",1995-07-12,lspenclay5p@who.int
206,206,206,2019-07-05,2019-07-06,done,206,Antonina Sympson,"0 Mariners Cove Lane",1999-08-03,asympson5q@ifeng.com
207,207,207,2018-04-15,2018-04-18,done,207,Iago Lodford,"7519 Bunker Hill Junction",1995-10-02,ilodford5r@360.cn
208,208,208,2018-03-06,2018-03-08,done,208,Leonard Hazeldean,"24588 Village Hill",1996-12-29,lhazeldean5s@ca.gov
209,209,209,2020-12-19,,delivery,209,Ara Gilliat,"99 David Park",1997-03-03,agilliat5t@gov.uk
210,210,210,2021-02-21,,created,210,Lief Dawltrey,"6 Browning Alley",1998-10-27,ldawltrey5u@google.ru
211,211,211,2020-04-01,,created,211,Nelie Ovesen,"02 Bay Road",1995-06-18,novesen5v@mysql.com
212,212,212,2020-04-23,,created,212,Olive Petronis,"6941 Aberg Pass",2000-04-24,opetronis5w@wikipedia.org
213,213,213,2021-06-29,,created,213,Saunder Roskrug,"55 Talisman Street",1994-10-25,sroskrug5x@theatlantic.com
214,214,214,2022-07-12,2022-07-15,done,214,Torry Synke,"75 Muir Trail",1998-04-20,tsynke5y@cafepress.com
215,215,215,2018-10-13,2018-10-15,done,215,Homer Pescott,"8062 Aberg Street",1991-01-18,hpescott5z@shinystat.com
216,216,216,2019-03-05,,in progress,216,Ogdon Woolen,"16 Maple Wood Avenue",1996-04-19,owoolen60@gnu.org
217,217,217,2020-12-20,,delivery,217,Aurthur Abbs,"98 Bayside Point",1996-12-23,aabbs61@scientificamerican.com
218,218,218,2021-03-13,2021-03-14,done,218,Ramon Windless,"40326 Killdeer Road",1999-10-18,rwindless62@lulu.com
219,219,219,2018-07-21,,delivery,219,Lesly Levene,"68254 Shoshone Hill",2004-09-13,llevene63@cargocollective.com
220,220,220,2018-06-26,,delivery,220,Maisey Cejka,"024 Anhalt Crossing",1991-11-22,mcejka64@google.co.jp
221,221,221,2022-09-27,,in progress,221,Laughton Grimsdyke,"1625 Ronald Regan Center",1995-09-08,lgrimsdyke65@imageshack.us
222,222,222,2019-08-13,2019-08-15,done,222,Licha Sproule,"616 Spaight Avenue",1993-07-20,lsproule66@bizjournals.com
223,223,223,2018-08-06,,delivery,223,Darren Jore,"7 Blaine Crossing",1997-11-16,djore67@tripod.com
